,company_id,name_latest,names_previous
3386,1341843,"Polymedix, Inc",
3387,1341878,"B-Scada, Inc.",Mobiform Software Inc
3388,1341995,"Virtual Medical Centre, Inc.",
3389,1342126,Morgans Hotel Group CO.,
3390,1342154,"Strats (Sm) Trust FOR Jpmorgan Chase Capital Xvii Securities, Series 2005-5",
3391,1342287,General Finance Corp,
3392,1342423,Limoneira CO,
3393,1342505,Accellent Inc,
3394,1342514,Atlas America Series 26-2005 L.P.,
3395,1342643,"Worthington Energy, Inc.",Paxton Energy Inc
3396,1342792,Worldwide Strategies Inc,
3397,1342854,Paramount Gold & Silver Corp.,
3398,1342916,Clenergen Corp,
3399,1342936,"Advanced Voice Recognition Systems, Inc",
3400,1342958,Digital Ally Inc,
3401,1343009,Cannabics Pharmaceuticals Inc.,American Mining CorpThrust Energy Corp.
3402,1343011,Laureate Resources & Steel Industries Inc.,
3403,1343034,TWO River Bancorp,Community Partners Bancorp
3404,1343254,Dominovas Energy Corp,Western Standard Energy Corp.
3405,1343257,BCM Energy Partners Inc.,
3406,1343465,"PF Hospitality Group, Inc.",
3407,1343491,"Strats(Sm) Trust FOR Dominion Resources, Inc. Securities, Series 2005-6",
3408,1343601,West Canyon Energy Corp.,
3409,1343719,Energy XXI LTD,Energy XXI (Bermuda) LTD
3410,1343979,"Cirque Energy, Inc.","Eworld Interactive, Inc.Green Energy Renewable Solutions, Inc."
3411,1344154,Envision Healthcare Corp,Emergency Medical Services Corp
3412,1344394,Colorado Goldfields Inc.,
3413,1344413,Alexza Pharmaceuticals Inc.,
3414,1344494,Pregis Holding II Corp,
3415,1344530,"Reef Global Energy Vii, L.P.",
3416,1344596,"American Railcar Industries, Inc.",
3417,1344632,"Lawson Software, Inc.",
3418,1344736,Global 2.0,Bridgetech Holdings International IncGlobal Seafood Holdings Corp
3419,1344807,"Globalpaynet Holdings, Inc.",
3420,1344907,"Global Traffic Network, Inc.",
3421,1344970,United Community Bancorp,
3422,1344980,"Alliance Holdings GP, L.P.",
3423,1345016,Yelp Inc,
3424,1345111,TIM Hortons Inc.,
3425,1345122,Compass Group Diversified Holdings LLC,
3426,1345126,Compass Diversified Holdings,
3427,1345432,Perfectenergy International LTD,
3428,1345756,Panex Resources Inc.,
3429,1345801,Nuveen Diversified Commodity Fund,
3430,1345840,"Hughes Communications, Inc.",
3431,1345865,Buildablock Corp.,"Hipso Multimedia, Inc."
3432,1345913,"Deltron, Inc.",
3433,1345991,World Monitor Trust III - Series J,
3434,1346022,Enertopia Corp.,
3435,1346096,MS Structured Saturns Series 2005-3,
3436,1346222,First United Ethanol LLC,
3437,1346287,China Teletech Holding Inc,"Guangzhou Global Telecom, Inc."
3438,1346346,"Confederate Motors, Inc.",
3439,1346526,"ESP Resources, Inc.",
3440,1346616,Ishares S&P Gsci Commodity-Indexed Investing Pool LLC,
3441,1346655,"CMG Holdings Group, Inc.","CMG Holdings, Inc."
3442,1346757,MS Structured Tiles Series 2005-1,
3443,1346830,"Cara Therapeutics, Inc.",
3444,1346917,"Gentor Resources, Inc.",
3445,1346922,Homeowners OF America Holding Corp,
3446,1346973,Praxsyn Corp,"PET Airways Inc.Paws PET Company, Inc."
3447,1346980,"Chaparral Energy, Inc.",
3448,1347022,Positiveid Corp,
3449,1347078,"Bitzio, Inc.",Rocky Mountain Fudge CO IN
3450,1347178,Vanda Pharmaceuticals Inc.,
3451,1347185,AFS Sensub Corp.,
3452,1347218,"Atlas Energy, L.P.",
3453,1347452,"Andalay Solar, Inc.","Westinghouse Solar, Inc."
3454,1347523,"Landmark Apartment Trust, Inc.","Apartment Trust OF America, Inc.Landmark Apartment Trust OF America, Inc."
3455,1347613,"Synergy Pharmaceuticals, Inc.",
3456,1347652,"Corenergy Infrastructure Trust, Inc.",Tortoise Capital Resources Corp
3457,1347815,"Flagstone Reinsurance Holdings, S.A.",
3458,1347858,"22nd Century Group, Inc.",
3459,1347870,Imogo Mobile Technologies Corp.,Monza Ventures Inc.
3460,1348259,Validus Holdings LTD,
3461,1348324,LDR Holding Corp,
3462,1348334,Barracuda Networks Inc,
3463,1348362,Lexaria Bioscience Corp.,Lexaria Corp.
3464,1348610,Soltera Mining Corp.,
3465,1348649,"Colucid Pharmaceuticals, Inc.",
3466,1348788,Tresoro Mining Corp.,Mercer Gold Corp.
3467,1348911,"Carbylan Therapeutics, Inc.",
3468,1348952,"Entergy Louisiana, LLC",
3469,1349365,"Wifi Wireless, Inc.",
3470,1349371,Black Hawk Exploration,
3471,1349436,Sandridge Energy Inc,
3472,1349437,Towerstream Corp,
3473,1349454,"Trulia, Inc.",
3474,1349577,MS Structured Tiles Series 2006-1,
3475,1349593,Floridian Financial Group Inc,
3476,1349922,"Universal Tracking Solutions, Inc",
3477,1349929,"Cancer Genetics, Inc",
3478,1349976,American Standard Energy Corp.,
3479,1350072,"CMS Bancorp, Inc.",
3480,1350073,"Iconic Brands, Inc.",
3481,1350102,"Ascent Solar Technologies, Inc.",
3482,1350156,Preaxia Health Care Payment Systems Inc.,
3483,1350381,Innerworkings Inc,
3484,1350420,"Lincolnway Energy, LLC",
3485,1350421,HK Ebus Corp,"Rambo Medical Group, Inc.Viper Resources,Inc."
3486,1350567,Rockies Region Private LP,
3487,1350593,"Mueller Water Products, Inc.",
3488,1350653,"Alphatec Holdings, Inc.",
3489,1350684,"China Information Technology, Inc.",
3490,1350770,Black Tusk Minerals Inc.,
3491,1350773,Kitara Media Corp.,Ascend Acquisition Corp.
3492,1351051,"Genesis Healthcare, Inc.","Skilled Healthcare Group, Inc."
3493,1351285,Rosetta Stone Inc,
3494,1351345,Education Realty Operating Partnership L P,
3495,1351541,"Delek US Holdings, Inc.",
3496,1351765,South American Gold Corp.,
3497,1351901,Commonwealth Income & Growth Fund VI,
3498,1352010,"Epam Systems, Inc.",
3499,1352081,Cardinal Ethanol LLC,
3500,1352190,Ridgewood Energy S Fund LLC,
3501,1352302,"Geomet, Inc.",
3502,1352341,Verigy Ltd.,
3503,1352482,"Beijing Century Health Medical, Inc.",
3504,1352801,Burger King Holdings Inc,
3505,1352819,Elandia International Inc.,
3506,1352858,"AGR Tools, Inc.",
3507,1352952,Accelerize Inc.,Accelerize NEW Media Inc
3508,1353174,Alarion Financial Services Inc,
3509,1353209,"Loopnet, Inc.",
3510,1353226,"Strats(Sm) Trust FOR Procter & Gamble Securities, Series 2006-1",
3511,1353282,Managed Futures Premier Warrington L.P.,Warrington Fund LP
3512,1353283,Splunk Inc,
3513,1353307,"China Marketing Media Holdings, Inc.",
3514,1353386,Liandi Clean Technology Inc.,
3515,1353406,Redhawk Holdings Corp.,Independence Energy Corp.
3516,1353487,Magnegas Corp,
3517,1353499,MAX Sound Corp,
3518,1353505,Voiceserve Inc,
3519,1353523,Congaree Bancshares Inc,
3520,1353538,Newtown Lane Marketing Inc,
3521,1353611,Currencyshares British Pound Sterling Trust,
3522,1353612,Currencyshares Canadian Dollar Trust,
3523,1353613,Currencyshares Japanese YEN Trust,
3524,1353614,Currencyshares Australian Dollar Trust,
3525,1353615,Currencyshares Swiss Franc Trust,
3526,1353616,Currencyshares Swedish Krona Trust,
3527,1353617,Currencyshares Mexican Peso Trust,
3528,1353633,Asian Development Frontier Inc.,Blue SKY Petroleum Inc.Intervia Inc.
3529,1353722,"Mewbourne Energy Partners 06-A, L.P.",
3530,1353741,"OCM Holdco, LLC",
3531,1353748,"Mewbourne Energy Partners 07-A, L.P.",
3532,1353970,China XD Plastics CO LTD,
3533,1353972,"Huiheng Medical, Inc.",
3534,1354027,"Skyshop Logistics, Inc.",
3535,1354030,Organic Sales & Marketing Inc,
3536,1354071,"China Pediatric Pharmaceuticals, Inc.",
3537,1354174,"SBT Bancorp, Inc.",
3538,1354213,BIG Bear Mining Corp.,
3539,1354217,Volcano Corp,
3540,1354309,FSP Phoenix Tower Corp,
3541,1354327,"Pgt, Inc.",
3542,1354371,Pplus Trust Series Rrd-1,
3543,1354513,"CTC Media, Inc.",
3544,1354591,"Petlife Pharmaceuticals, Inc.","ECO Ventures Group, Inc.Modern Renewable Technologies, Inc."
3545,1354730,Powershares DB G10 Currency Harvest Fund,
3546,1354752,Harland Clarke Holdings Corp,
3547,1354772,Northeast Community Bancorp Inc,
3548,1354866,Security Devices International Inc.,
3549,1354942,"Newcardio, Inc.",
3550,1355001,Realogy Group LLC,Realogy Corp
3551,1355042,China Auto Logistics Inc,
3552,1355096,Liberty Interactive Corp,Liberty Media Corp
3553,1355128,OCZ Technology Group Inc,
3554,1355242,"Shrink Nanotechnologies, Inc.",
3555,1355250,Cellceutix Corp,
3556,1355304,"U-Swirl, Inc.",Healthy Fast Food Inc
3557,1355420,USA Graphite Inc.,Magnum OIL Inc.
3558,1355451,"Vgtel, Inc.",
3559,1355559,Telupay International Inc,I-Level Media Group Inc
3560,1355607,Santa Lucia Bancorp,
3561,1355677,Mexus Gold US,
3562,1355732,Borneo Resource Investments Ltd.,
3563,1355754,Instructure Inc,
3564,1355786,"Chicopee Bancorp, Inc.",
3565,1355790,International Stem Cell Corp,
3566,1355823,Roma Financial Corp,
3567,1355835,"Soko Fitness & SPA Group, Inc.",
3568,1355839,"Snap Interactive, Inc",
3569,1355848,"Genius Brands International, Inc.",Pacific Entertainment Corp
3570,1355855,Newport Bancorp Inc,
3571,1355899,Pplus Trust Series Gsc-4,
3572,1356090,Intrexon Corp,
3573,1356093,"Creative Realities, Inc.",Wireless Ronin Technologies Inc
3574,1356104,"Mellanox Technologies, Ltd.",
3575,1356284,"Strats(Sm) Trust FOR Goldman Sachs Group Securities, Series 2006-2",
3576,1356371,"American Lithium Minerals, Inc.",
3577,1356564,"LEO Motors, Inc.",
3578,1356576,Supernus Pharmaceuticals Inc,
3579,1356857,Trius Therapeutics Inc,
3580,1356949,Houston Wire & Cable CO,
3581,1357115,Brekford Corp.,
3582,1357204,"Dunkin' Brands Group, Inc.",
3583,1357231,"Solera National Bancorp, Inc.",
3584,13573,Bowl America Inc,
3585,1357326,"Riverbed Technology, Inc.",
3586,1357361,Atlas America Public #15-2006 (B) L.P.,
3587,1357369,American Campus Communities Operating Partnership LP,
3588,1357371,Breitburn Energy Partners LP,Breitburn Energy Partners L.P.
3589,1357459,"Neuralstem, Inc.",
3590,1357531,"Velatel Global Communications, Inc.",China TEL Group Inc
3591,1357594,Clean Power Concepts Inc.,
3592,1357615,"Kbr, Inc.",
3593,1357642,Sentry Petroleum Ltd.,
3594,1357660,"Strats(Sm) Trust FOR Allstate Corp Securities, Series 2006-3",
3595,1357671,"Jerrick Media Holdings, Inc.","Great Plains Holdings, Inc.Lilm, Inc."
3596,1357787,Flag Intermediate Holdings Corp,
3597,1357838,STW Resources Holding Corp.,
3598,1357861,Pplus Trust Series Ltd-1,
3599,1357878,"Peptide Technologies, Inc.",Creenergy Corp
3600,1357939,"Proper Power & Energy, Inc.",
3601,1357971,Energy Services OF America Corp,
3602,1358057,"Lifecare Holdings, Inc.",
3603,1358071,Concho Resources Inc,
3604,1358099,Ocean Electric Inc.,Gold Holding Corp.Gold Holdings Corp
3605,1358190,Orient Paper Inc.,
3606,1358254,"ES Bancshares, Inc.",
3607,1358356,"Porter Bancorp, Inc.",
3608,1358403,"Bellicum Pharmaceuticals, Inc",
3609,1358483,"Everyday Health, Inc.",
3610,1358633,"Intelligent Buying, Inc.",
3611,1358651,Neiman Marcus Group LTD LLC,"Neiman Marcus Group LTD Inc.Neiman Marcus, Inc."
3612,1358654,"RED Metal Resources, Ltd.",
3613,1358762,Reata Pharmaceuticals Inc,
3614,1358831,Legacy Reserves LP,
3615,1359425,"Intcomex, Inc.",
3616,1359504,"Bizzingo, Inc.","Phreadz, Inc."
3617,1359527,"SGS International, Inc.",
3618,1359555,Pendrell Corp,ICO Global Communications (Holdings) LTD
3619,1359687,"RED Trail Energy, LLC",
3620,1359699,"Wholehealth Products, Inc.",Gulf Western Petroleum Corp
3621,1359841,Hanesbrands Inc.,
3622,1359931,Proteon Therapeutics Inc,
3623,1360214,"Imprimis Pharmaceuticals, Inc.",Transdel Pharmaceuticals Inc
3624,1360334,Alamo Energy Corp.,
3625,1360442,"Cannabis Sativa, Inc.",Ultra SUN Corp
3626,1360474,CRC Health Corp,
3627,1360530,"Vitamin Shoppe, Inc.",
3628,1360564,Focus Gold Corp,
3629,1360565,"Where Food Comes From, Inc.","Integrated Management Information, Inc."
3630,1360604,"Healthcare Trust OF America, Inc.","Healthcare Trust OF America Holdings, LP"
3631,1360683,"Talmer Bancorp, Inc.",
3632,1360752,Filewarden.Com,Success Exploration & Resources Inc
3633,1360886,"Osiris Therapeutics, Inc.",
3634,1360901,Evercore Partners Inc.,
3635,1361025,DCP Holding CO,
3636,1361103,Complete Genomics Inc,
3637,1361113,Varonis Systems Inc,
3638,1361248,Tetralogic Pharmaceuticals Corp,
3639,1361312,"Western Iowa Energy, L.L.C.",
3640,1361394,"Affinion Group, Inc.",
3641,1361470,Mavenir Systems Inc,
3642,1361538,Primoris Services Corp,
3643,1361540,"Globalink, Ltd.",
3644,1361658,Wyndham Worldwide Corp,
3645,1361709,Susser Holdings Corp,
3646,1361872,"Westway Group, Inc.",
3647,1361917,Srkp 10 Inc,
3648,1361937,"EV Energy Partners, LP",
3649,1361955,"Kogeto, Inc.","Northeast Automotive Holdings, Inc."
3650,1361983,Orbcomm Inc.,
3651,1362004,"ICF International, Inc.",
3652,1362180,PSM Holdings Inc,
3653,1362190,Audioeye Inc,
3654,1362468,Allegiant Travel CO,
3655,1362491,Metals USA Holdings Corp.,
3656,1362502,"ALL American PET Company, Inc.",
3657,1362516,"Cleartronic, Inc.",
3658,1362703,"Oncbiomune Pharmaceuticals, Inc",Pediatrx Inc.Quint Media Inc.
3659,1362705,Sanchez Production Partners LP,Constellation Energy Partners LLCSanchez Production Partners LLC
3660,1362718,"Tianyin Pharmaceutical Co., Inc.",
3661,1362925,Planet Payment Inc,
3662,1362988,Aircastle LTD,
3663,1363254,Pegasi Energy Resources Corporation.,
3664,1363343,USA Zhimingde International Group Corp,Marketing Acquisition Corp
3665,1363488,Waterpure International,
3666,1363573,"MV Portfolios, Inc.",California Gold Corp.
3667,1363829,Enstar Group LTD,
3668,1363851,Catamaran Corp,SXC Health Solutions Corp.
3669,1363958,"Western Capital Resources, Inc.",
3670,1364099,"Innophos Holdings, Inc.",
3671,1364100,"CAL Dive International, Inc.",
3672,1364123,Pioneer Exploration Inc.,
3673,1364208,"Zevotek, Inc",
3674,1364250,Douglas Emmett Inc,
3675,1364397,Ridgewood Energy T Fund LLC,
3676,1364479,Herc Holdings Inc,Hertz Global Holdings Inc
3677,1364541,Eagle Rock Energy Partners L P,
3678,1364560,"Helix Wind, Corp.",
3679,1364652,"Ipayment Holdings, Inc",
3680,1364742,Blackrock Inc.,
3681,1364856,"Monarch Financial Holdings, Inc.",
3682,1364885,"Spirit Aerosystems Holdings, Inc.",
3683,1364896,"Medpro Safety Products, Inc.",
3684,1364954,"Chegg, Inc",
3685,1364962,Imperva Inc,
3686,1365022,"Vampt America, Inc.",Coronado Corp.
3687,1365038,Demand Media Inc.,
3688,1365101,Primo Water Corp,
3689,1365135,Western Union CO,
3690,1365160,Domark International Inc.,
3691,1365216,"Sucampo Pharmaceuticals, Inc.",
3692,1365357,"Zzll Information Technology, Inc","Baoshinn CorpGreen Standard Technologies, Inc."
3693,1365388,"Gulf & Orient Steamship Company, Ltd.",
3694,1365555,"Amtrust Financial Services, Inc.",
3695,1365748,Novamex Energy Inc.,"Blugrass Energy, Inc.Nogal Energy, Inc."
3696,1365784,"Bioshaft Water Technology, Inc.",
3697,1365794,Chino Commercial Bancorp,
3698,1365832,Cybra Corp,
3699,1365916,"Amyris, Inc.",
3700,1365997,Bank OF THE Carolinas Corp,
3701,1366246,GLU Mobile Inc,
3702,1366312,"Juhl Energy, Inc","Juhl Wind, Inc"
3703,1366317,Mattmar Minerals Inc,
3704,1366340,"Finjan Holdings, Inc.",Converted Organics Inc.
3705,1366367,Yadkin Financial Corp,Yadkin Valley Financial Corp
3706,1366391,Rocky Mountain Plantings Inc,
3707,1366407,Double Crown Resources Inc.,Denarii Resources Inc.
3708,1366541,"Q Therapeutics, Inc.","Grace 2, Inc.Q Holdings, Inc."
3709,1366649,Dialogic Inc.,
3710,1366684,Homeaway Inc,
3711,1366744,Homeland Energy Solutions LLC,
3712,1366823,"Spring Creek Healthcare Systems, Inc.",
3713,1366826,"Piedmont Mining Company, Inc.",
3714,1366868,"Globalstar, Inc.",
3715,1366928,AEP Texas Central Transition Funding II LLC,
3716,1366986,"Skagit State Bancorp, Inc.",
3717,1367064,"Archrock Partners, L.P.","Exterran Partners, L.P."
3718,1367083,"Oculus Innovative Sciences, Inc.",
3719,1367306,Powershares DB Multi-Sector Commodity Trust,
3720,1367311,"Dakota Plains Holdings, Inc.",MCT Holding Corp
3721,1367387,Exterra Energy Inc.,
3722,1367396,Supermedia Inc.,
3723,1367408,Sino American OIL CO,
3724,1367416,"MIT Holding, Inc.",
3725,1367617,Cybermesh International Corp.,
3726,1367644,Emergent Biosolutions Inc.,
3727,1367722,Spicy Pickle Franchising Inc,
3728,1367832,Aurora Diagnostics Holdings LLC,
3729,1367859,Citizens Community Bancorp Inc.,
3730,1367898,"China Education International, Inc.",
3731,1367920,"Concert Pharmaceuticals, Inc.",
3732,1368007,Nyse Euronext,
3733,1368055,"Zinco DO Brasil, Inc.",Turkpower Corp
3734,1368148,"Athersys, Inc / NEW",
3735,1368194,"Ipkv Holdings, Inc.",
3736,1368196,Oriental Dragon Corp,
3737,1368218,"Tootie PIE Company, Inc.",
3738,1368252,Polonia Bancorp,
3739,1368265,Clean Energy Fuels Corp.,
3740,1368275,W&E Source Corp.,News OF China Inc
3741,1368286,"Itech Medical, Inc.",
3742,1368294,Chatter BOX Call Center Ltd.,
3743,1368308,"Highpower International, Inc.",
3744,1368309,Srkp 14 Inc,
3745,1368310,Srkp 12 Inc,
3746,1368365,"Remark Media, Inc.","HSW International, Inc."
3747,1368457,Alberto-Culver CO,
3748,1368458,"Sally Beauty Holdings, Inc.",
3749,1368506,"R&R Acquisition X, Inc",
3750,1368507,"R&R Acquisition IX, Inc",
3751,1368510,"R&R Acquisition Viii, Inc",
3752,1368513,"R&R Acquisition Vii, Inc",
3753,1368514,"Adma Biologics, Inc.","R&R Acquisition VI, Inc"
3754,1368568,"Dalian Capital Group, Inc.",
3755,1368620,Bioflamex Corp,
3756,1368622,Aerovironment Inc,
3757,1368637,Rockdale Resources Corp,"ART Design, Inc."
3758,1368714,Nilam Resources Inc.,
3759,1368745,"Yanglin Soybean, Inc.",
3760,1368757,"GTJ Reit, Inc.",
3761,1368761,"Start Scientific, Inc.","Secure Netwerks, Inc."
3762,1368765,Umami Sustainable Seafood Inc.,
3763,1368775,"Burlington Coat Factory Investments Holdings, Inc.",
3764,1368900,"Gatehouse Media, Inc.",
3765,1368954,"Reef Global Energy Viii, L.P.",
3766,1368964,"LA Cortez Energy, Inc.",
3767,1368993,"Wafergen Bio-Systems, Inc.",
3768,1369140,Rainearth Inc.,
3769,1369203,HK Battery Technology Inc,"Nevada Gold Holdings, Inc."
3770,1369233,"Ufood Restaurant Group, Inc.",
3771,1369444,Mizati Luxury Alloy Wheels Inc,
3772,1369568,"Catalyst Pharmaceuticals, Inc.","Catalyst Pharmaceutical Partners, Inc."
3773,1369628,Commodity Advisors Fund L.P.,
3774,1369688,MS Structured Saturns Series 2006-2,
3775,1369748,Fnds3000 Corp,
3776,1369774,"Shiner International, Inc.",
3777,1369786,"Sagent Pharmaceuticals, Inc.",
3778,1369795,Gyrotron Technology Inc,
3779,1369817,"Onebeacon Insurance Group, Ltd.",
3780,1369868,"China Biologic Products, Inc.",
3781,1370030,Bio-Amd Inc.,
3782,1370291,"First California Financial Group, Inc.",
3783,1370292,Verify Smart Corp.,
3784,1370450,"Willdan Group, Inc.",
3785,1370489,"Bluefire Renewables, Inc.",
3786,1370544,Smoky Market Foods Inc,
3787,1370637,Etsy Inc,
3788,1370754,"Special Value Continuation Partners, LP",
3789,1370755,TCP Capital Corp.,
3790,1370804,Medical Imaging Corp.,Diagnostic Imaging International Corp
3791,1370816,"FBC Holding, Inc.",FBC Holding Inc.
3792,1370880,"Fireeye, Inc.",
3793,1370914,"Florida Bank Group, Inc.",
3794,1370946,Owens Corning,
3795,1371128,Biosolar Inc,
3796,1371217,Enteromedics Inc,
3797,1371247,Mackenzie Taylor Minerals Inc.,
3798,1371285,Trupanion Inc.,
3799,1371310,Neologic Animation Inc,China Forest Energy Corp.Narnia Corp.
3800,1371424,Royal Mines & Minerals Corp,
3801,1371446,FBR & CO.,FBR Capital Markets Corp
3802,1371451,Highwater Ethanol LLC,
3803,1371473,"Znomics, Inc.",
3804,1371474,"Scout Exploration, Inc",
3805,1371487,"Eqco2, Inc.","Cleantech Transit, Inc."
3806,1371489,Information Services Group Inc.,
3807,1371534,Gold Dynamics Corp.,
3808,1371571,Powershares DB US Dollar Index Trust,
3809,1371781,"World Energy Solutions, Inc.",
3810,1371782,MV OIL Trust,
3811,1372000,Universal Power Group Inc.,
3812,1372020,Great Lakes Dredge & Dock Corp,
3813,1372041,Paetec Holding Corp.,
3814,1372167,"PAN Ocean Container Supplies, Ltd.",Nevaeh Enterprises Ltd.
3815,1372183,"Monaker Group, Inc.","Next 1 Interactive, Inc."
3816,1372184,"Radiant Creations Group, Inc.",Nova Mining Corp
3817,1372267,"ONE Bio, Corp.",
3818,1372299,Histogenics Corp,
3819,1372336,Liberty Energy Corp.,
3820,1372375,Millennial Media Inc.,
3821,1372414,"Aerohive Networks, Inc",
3822,1372514,Eyegate Pharmaceuticals Inc,
3823,1372533,"Green Planet Group, Inc.",
3824,1372605,Chatsworth Acquisitions I Inc,
3825,1372612,BOX Inc,
3826,1372620,Kalex Corp,
3827,1372664,"Comverge, Inc.",
3828,1372807,"Kcap Financial, Inc.",Kohlberg Capital Corp
3829,1372813,"Animal Health International, Inc.",
3830,1372954,"Gryphon Resources, Inc.",
3831,1373024,"Guinness Exploration, Inc",
3832,1373149,"RJS Development, Inc.",
3833,1373150,Tresor Corp,Good Earth Land Sales CO
3834,1373179,Alphametrix Managed Futures LLC,Alphametrix Managed Futures LLC (Aspect Series)
3835,1373206,"Strats Trust FOR News Corp. Securities, Series 2006-4",
3836,1373444,Italk Inc.,Sopac Cellular Solutions Inc.
3837,1373485,"Cross Border Resources, Inc.",
3838,1373525,"First Capital Bancorp, Inc.",
3839,1373561,"Newstar Financial, Inc.",
3840,1373670,"Green Brick Partners, Inc.",Biofuel Energy Corp.
3841,1373683,"Silvan Industries, Inc.","China Forestry Industry Group, Inc."
3842,1373690,American Paramount Gold Corp.,
3843,1373707,Tetraphase Pharmaceuticals Inc,
3844,1373715,"Servicenow, Inc.",
3845,1373761,Nyxio Technologies Corp,"LED Power Group, Inc."
3846,1373792,"Clean Transportation Group, Inc.",
3847,1373835,Spectra Energy Corp.,
3848,1373846,"China Internet Cafe Holdings Group, Inc.",
3849,1373853,NEW America Energy Corp.,
3850,1373980,"Heelys, Inc.",
3851,1373988,Essex Rental Corp.,
3852,1374128,Entellus Medical Inc,
3853,1374135,"Biocube, Inc.",
3854,1374310,"Cboe Holdings, Inc.",
3855,1374328,"Fitlife Brands, Inc.","Bond Laboratories, Inc."
3856,1374535,Altra Industrial Motion Corp.,"Altra Holdings, Inc."
3857,1374536,"Medytox Solutions, Inc.","Casino Players, Inc."
3858,1374567,"Luvu Brands, Inc.","Liberator, Inc."
3859,1374584,Geopulse Exploration Inc.,
3860,1374690,"Zafgen, Inc.",
3861,1374694,Wells Mid-Horizon Value-Added Fund I LLC,
3862,1374783,MSB Financial Corp.,
3863,1374845,Tamm OIL & GAS Corp.,
3864,1374881,Kingfish Holding Corp,Kesselring Holding Corporation.
3865,1374976,"Northport Network Systems, Inc.",
3866,1374985,Atlas Resources Public #16-2007 (A) L.P.,
3867,1374993,Nextwave Wireless Inc.,
3868,1375063,Synthesis Energy Systems Inc,
3869,1375151,"Zogenix, Inc.",
3870,1375195,3dicon Corp,
3871,1375200,Nupathe Inc.,
3872,1375205,Ur-Energy Inc,
3873,1375247,"Obagi Medical Products, Inc.",
3874,1375271,"Eloqua, Inc.",
3875,1375320,"Hampden Bancorp, Inc.",
3876,1375348,Golden Star Resource Corp.,
3877,1375365,"Super Micro Computer, Inc.",
3878,1375424,Oncure Holdings Inc,
3879,1375483,SKY Digital Stores Corp.,Yellowcake Mining Inc.
3880,1375495,Solar Acquisition Corp.,
3881,1375514,Montage Technology Group LTD,
3882,1375554,"Bill THE Butcher, Inc.",
3883,1375557,"Guidance Software, Inc.",
3884,1375576,"Lithium Exploration Group, Inc.",
3885,1375596,Universal Gold Mining Corp.,
3886,1375618,"Amazing Energy OIL & Gas, CO.",Gold Crest Mines Inc
3887,1375685,Bthc X Inc,
3888,1375686,"THT Heat Transfer Technology, Inc.",
3889,1375793,GTX Corp,
3890,1375796,Tremor Video Inc.,
3891,1375814,Mxenergy Holdings Inc,
3892,1375850,Hubei Minkang Pharmaceutical Ltd.,
3893,1375911,"Isdera North America, Inc.",
3894,1376056,Structured Products Corp Corts Trust V FOR IBM Debentures,
3895,1376067,"Venture Lending & Leasing V, Inc.",
3896,1376074,"Leaf Equipment Leasing Income Fund Iii, L.P.",
3897,1376139,CVR Energy Inc,
3898,1376227,"United States Natural GAS Fund, LP",
3899,1376228,Kedem Pharmaceuticals Inc.,Global Health Ventures Inc.
3900,1376231,"VPR Brands, LP.",Soleil Capital L.P.
3901,1376316,Nexgen Applied Solutions Inc,Indie Growers AssociationViking Minerals Inc.
3902,1376321,"Chinanet Online Holdings, Inc.",
3903,1376339,"Mimedx Group, Inc.",
3904,1376502,"Paneltech International Holdings, Inc.",
3905,1376556,"Vaughan Foods, Inc.",
3906,1376567,"Hughes Network Systems, LLC",
3907,1376610,Allied Nevada Gold Corp.,
3908,1376668,General Automotive CO,
3909,1376755,"Latitude 360, Inc.","Kingdom Koncrete, Inc."
3910,1376793,"Cavitation Technologies, Inc.",
3911,1376804,"Vnue, Inc.",Buckingham Exploration Inc.Tierra Grande Resources Inc.
3912,1376812,Patriot Coal Corp,
3913,1376866,8888 Acquisition Corp,
3914,1376912,Rockies Region 2006 Limited Partnership,
3915,1376986,Tennessee Valley Authority,
3916,1377013,Time Warner Cable Inc.,
3917,1377040,"Avra Surgical Robotics, Inc.",RFG Acquisition II Inc.
3918,1377053,Atheronova Inc.,
3919,1377121,"Protagonist Therapeutics, Inc",
3920,1377145,Wilson Creek Mining Corp.,
3921,1377149,Careview Communications Inc,
3922,1377167,Pacific OIL CO,"KAT Racing, Inc.Prairie West OIL & Gas, Ltd."
3923,1377178,Ridgewood Energy U Fund LLC,
3924,1377256,"Qingdao Footwear, Inc.",
3925,1377318,"Hunt Global Resources, Inc.",
3926,1377469,"Pegasus Tel, Inc.","Pegasus Tel, Inc"
3927,1377490,Pinpoint Advance Corp,
3928,1377630,"National Cinemedia, Inc.",
3929,1377720,Cyberdefender Corp,
3930,1377789,"Aviat Networks, Inc.",
3931,1377848,"Icon Leasing Fund Twelve, LLC",
3932,1377888,Power OF THE Dream Ventures Inc,
3933,1377936,Saratoga Investment Corp.,
3934,1377940,"Border Management, Inc.",
3935,1377963,Westmont Resources Inc.,
3936,1377967,Structured Products Corp. Corts Trust VI FOR IBM Debentures,
3937,1378020,Beneficial Mutual Bancorp Inc,
3938,1378076,Vansen Pharma Inc.,"Okana Ventures, Inc."
3939,1378125,Blink Couture Inc.,
3940,1378140,"Ocean Power Technologies, Inc.",
3941,1378195,"Mogul Energy International, Inc.",
3942,1378270,"China Agri-Business, Inc.",
3943,1378453,Travelcenters OF America LLC,
3944,1378590,"Bridgeline Digital, Inc.",
